article_id,cluster
639576002,8
639578004,19
639591003,9
639591004,9
639591006,9
639591007,9
639591008,9
639598004,19
639600001,11
639627001,19
639627002,19
639627003,19
639656001,19
639656003,19
639656004,19
639656005,19
639667001,8
639667004,8
639667005,8
639670001,13
639670002,5
639670003,5
639670005,13
639672001,5
639672002,5
639672003,13
639672004,15
639677001,15
639677002,15
639677003,2
639677004,15
639677007,13
639677008,13
639678002,13
639678004,5
639685003,18
639685004,5
639685006,13
639689004,5
639711001,8
639714001,1
639715001,16
639716001,16
639727001,2
639727002,6
639732003,9
639737001,9
639738001,19
639738002,19
639738003,19
639738005,19
639746002,13
639746003,5
639746009,5
639751001,5
639751002,5
639755001,19
639756001,19
639766001,15
639768001,13
639769001,5
639769002,5
639778003,7
639778009,2
639778011,2
639784001,7
639794001,15
639803001,16
639833001,6
639833002,5
639833003,5
639834001,8
639834002,8
639834003,15
639835001,8
639835002,8
639835003,8
639835004,8
639835005,8
639836001,13
639836002,13
639836004,13
639838001,1
639838002,1
639838003,1
639838004,1
639838007,1
639838008,1
639838012,1
639838015,1
639838017,12
639838019,1
639840001,18
639840002,18
639845002,15
639845003,8
639845008,8
639845009,8
639845010,2
639866001,8
639888002,19
639889002,19
639890001,19
639891001,19
639893003,19
639893004,19
639894003,19
639894004,19
639895001,19
639895003,19
639896001,19
639896002,19
639901002,6
639901003,7
639902001,13
639904001,5
639908001,19
639908002,19
639944001,7
639944002,5
639954001,5
639954002,7
639954003,7
639965001,19
639965002,19
639965003,19
639965004,19
639973002,2
639976001,8
639976002,8
639976005,15
639985001,8
639985002,8
639988001,7
640001001,9
640001002,9
640001004,9
640001006,9
640001008,9
640001018,9
640001021,12
640001022,9
640001023,9
640001026,9
640001027,9
640001030,9
640001033,9
640020001,1
640020003,1
640021001,1
640021005,12
640021011,14
640021012,10
640021013,1
640021017,1
640021018,12
640021019,14
640021020,1
640021023,10
640021024,1
640029001,19
640029002,19
640029003,19
640033001,5
640033002,6
640033003,5
640033005,5
640039001,15
640039003,13
640039004,13
640052001,18
640052004,18
640054001,19
640054002,19
640054003,19
640054004,19
640054005,19
640059001,7
640081001,9
640081002,9
640081005,12
640097001,19
640098001,1
640098002,1
640108001,16
640108002,16
640108003,8
640108004,16
640108005,17
640108009,17
640114001,6
640116001,13
640124001,6
640124002,6
640124003,8
640129001,19
640129002,19
640129003,19
640131002,6
640131004,7
640131006,6
640131007,7
640131008,6
640134001,7
640134004,7
640136001,8
640136004,8
640141001,13
640141002,13
640149001,2
640149002,2
640153001,6
640153003,2
640153006,2
640154001,2
640154002,6
640154003,6
640154004,2
640154005,15
640154007,6
640154008,2
640154009,2
640156001,2
640156002,8
640156004,8
640156005,2
640156006,2
640156007,2
640156009,8
640157001,5
640157002,5
640158001,2
640158002,2
640158005,2
640159001,18
640159003,18
640162001,2
640162003,2
640162004,8
640162006,6
640162007,2
640162008,8
640164001,7
640168001,6
640174001,6
640174002,6
640174004,6
640174005,6
640174006,6
640175001,9
640176001,6
640176002,6
640176004,6
640176006,6
640176008,6
640176009,6
640182001,5
640184001,6
640192001,5
640192002,5
640193001,6
640193002,6
640193004,6
640193005,5
640194001,11
640201001,11
640201004,11
640202001,6
640203001,8
640203003,8
640208001,7
640208002,18
640237001,2
640241001,9
640244002,6
640244003,6
640251001,6
640251002,6
640251003,2
640251004,6
640251009,2
640251011,2
640252001,6
640252003,7
640252004,6
640252006,6
640252007,6
640252008,6
640258001,2
640258002,2
640258010,8
640258011,2
640258012,8
640258013,8
640258017,2
640259001,2
640281001,15
640291001,17
640291002,17
640291004,16
640291005,16
640291006,15
640293001,6
640293003,6
640299002,19
640314002,5
640314003,6
640314004,6
640314005,5
640316002,16
640317001,17
640317002,8
640322002,2
640322003,2
640330001,1
640330002,1
640330003,15
640331001,11
640331004,11
640331005,11
640331007,11
640331008,11
640353001,5
640353002,5
640373001,1
640396001,12
640396003,12
640398001,12
640398002,8
640398003,8
640399001,11
640399002,12
640399003,12
640401001,6
640401002,6
640404001,5
640414001,8
640418002,2
640418004,8
640419001,15
640419002,6
640419003,15
640424001,8
640424002,8
640425001,19
640425002,19
640429001,15
640462001,6
640462002,6
640465001,8
640467001,8
640467002,15
640467003,8
640467005,15
640467006,8
640476001,19
640476002,19
640478001,19
640486001,2
640497002,19
640498001,16
640511001,16
640520001,15
640524001,2
640525003,2
640525004,8
640525006,8
640526003,2
640526004,2
640527001,6
640528001,8
640528002,8
640528003,15
640530001,6
640530002,6
640536001,7
640537001,6
640538001,7
640539001,18
640539002,13
640539003,13
640539004,18
640539011,18
640539013,13
640541001,19
640542001,19
640542002,14
640542003,19
640542004,19
640542005,19
640542006,19
640552001,19
640554001,19
640555001,19
640556001,19
640557001,19
640560005,7
640562001,19
640563001,16
640563002,16
640565001,6
640565003,6
640567001,8
640570002,8
640597001,8
640597003,8
640605004,15
640605005,13
640613001,8
640613002,8
640613003,8
640619001,12
640622002,6
640622005,12
640622006,6
640622008,6
640639001,15
640639002,8
640639003,8
640639005,15
640651001,6
640651003,6
640651004,6
640662001,16
640662002,16
640662003,16
640662004,12
640662005,8
640662006,16
640662007,16
640662008,16
640662009,16
640662012,12
640664001,8
640664003,12
640664004,12
640664005,8
640664006,8
640664007,2
640664009,8
640664010,2
640664011,8
640666001,11
640668001,7
640669001,7
640674001,6
640674002,6
640674004,2
640674005,6
640674008,2
640675001,5
640675002,5
640675003,5
640677002,8
640677003,8
640677004,15
640695001,9
640695003,9
640715001,16
640715002,8
640716001,6
640716002,8
640721001,8
640726001,7
640727001,8
640733001,6
640733002,8
640735001,2
640735003,6
640735005,6
640735007,6
640740001,6
640740002,6
640743002,5
640743003,5
640743005,5
640744001,5
640745002,2
640745004,2
640745005,2
640745006,2
640755001,17
640755002,15
640755003,8
640769001,5
640769002,5
640769003,5
640777003,6
640777005,6
640788001,6
640788002,7
640801001,6
640801002,5
640807001,6
640807002,6
640807003,6
640824002,6
640824003,6
640824004,5
640824005,6
640850001,12
640850003,11
640863003,6
640863005,6
640865001,17
640865002,15
640868001,2
640868005,2
640870001,8
640872001,6
640882001,17
640882002,17
640882003,17
640956001,9
640956002,2
640958003,7
640959001,11
640959002,11
640961001,9
640974001,19
640974003,19
640989001,19
640989002,19
640989003,15
640989004,15
640990001,8
640990002,15
640990003,15
640995001,12
641004001,18
641005001,15
641005002,2
641005003,2
641005006,6
641006001,6
641006005,6
641008004,7
641008005,6
641008007,2
641008012,7
641008013,2
641008016,7
641008017,7
641008018,6
641008019,7
641008021,7
641008026,7
641008027,6
641009004,6
641009006,2
641010004,7
641010006,2
641011003,7
641011005,6
641011008,5
641012001,2
641012003,2
641013001,1
641017004,6
641020002,15
641020003,2
641020005,2
641021002,2
641021003,2
641024004,7
641024005,7
641039001,13
641039002,13
641047001,6
641047003,6
641047004,6
641058003,16
641058004,12
641071001,6
641071003,7
641071004,6
641071005,6
641138001,6
641138002,6
641168001,13
641176001,7
641187001,13
641187002,13
641187003,13
641187004,15
641190001,0
641192001,12
641192002,12
641195002,6
641196001,6
641199001,6
641202001,6
641202002,6
641202003,6
641203001,12
641203002,11
641204001,18
641212001,9
641220001,6
641220002,6
641226001,13
641226003,13
641228001,13
641228003,13
641237001,5
641237002,5
641252001,2
641253001,12
641254002,12
641256001,15
641263001,8
641263002,16
641266001,0
641277001,5
641298004,16
641298005,1
641312002,8
641330001,12
641338001,1
641360001,19
641361001,19
641374004,18
641385001,6
641403001,5
641405001,6
641405002,6
641413002,5
641426006,2
641427001,17
641427002,17
641427003,15
641433001,6
641433002,6
641433003,6
641433005,6
641457001,6
641461001,6
641472001,1
641483001,9
641497001,9
641497003,12
641497007,12
641521001,18
641521002,18
641521003,18
641525001,6
641525002,6
641525003,6
641550001,2
641550002,2
641562001,13
641566006,7
641571001,2
641585001,15
641611001,16
641611002,16
641612001,17
641612002,17
641620001,16
641627001,17
641627002,17
641627003,15
641627005,8
641643001,8
641643002,8
641661001,1
641666001,6
641666002,6
641685001,8
641685002,8
641686001,6
641689001,8
641699001,2
641701001,15
641701002,2
641701005,2
641701006,15
641704001,11
641704002,11
641704005,11
641705001,17
641705004,13
641708001,13
641715002,6
641717001,18
641741001,8
641741002,8
641742001,8
641748006,17
641748007,17
641748008,17
641748009,17
641748010,17
641748011,17
641748012,17
641748013,17
641748019,17
641748021,15
641748026,17
641748027,17
641748029,17
641760001,18
641765001,6
641803001,8
641804002,12
641815001,18
641815002,18
641815003,18
641815004,18
641815005,18
641822002,1
641826001,5
641840001,1
641843002,13
641843003,8
641843006,15
641845001,12
641849001,2
641850003,1
641855001,9
641855002,9
641863001,17
641863002,17
641874001,13
641883001,0
641891001,7
641892001,6
641892002,6
641897001,2
641913001,12
641914011,11
641926001,13
641926002,13
641927002,15
641931001,2
641972002,6
642009001,2
642016001,2
642047001,1
642051001,8
642051002,8
642051003,8
642051004,8
642052005,13
642075001,18
642075002,18
642078001,6
642078002,5
642082001,13
642082002,15
642105001,13
642105002,13
642105003,5
642120001,6
642124001,17
642126001,6
642126002,6
642126003,12
642154001,15
642155001,13
642156002,13
642156003,13
642161001,8
642161002,16
642161003,8
642189001,6
642189004,6
642189005,8
642222001,7
642223001,19
642224003,6
642224004,6
642230003,17
642230004,13
642230005,15
642230006,13
642230008,13
642230009,13
642230010,13
642230013,13
642240001,8
642244001,15
642244002,15
642268001,19
642289001,11
642296002,5
642296004,5
642310001,6
642322001,19
642336001,19
642336003,19
642339001,19
642380001,1
642381001,7
642390001,1
642390002,1
642391001,2
642393002,13
642408001,7
642411001,18
642411002,18
642425001,6
642425003,2
642425004,15
642428001,7
642430001,7
642433001,6
642437005,5
642437006,1
642437008,1
642437009,1
642437010,1
642437014,1
642437015,1
642445001,1
642447001,19
642461001,11
642465001,5
642473001,13
642475001,5
642482001,1
642497001,19
642497002,19
642497004,19
642498001,19
642498002,19
642498004,19
642498007,19
642498010,10
642498012,19
642499001,8
642502001,9
642502002,9
642504001,6
642504002,6
642523001,12
642526001,7
642548001,0
642548002,0
642548003,0
642550001,0
642550003,0
642617001,2
642629001,13
642631001,5
642631002,5
642631003,5
642632001,13
642635001,17
642639001,18
642643001,9
642643002,9
642643003,9
642646001,12
642646003,12
642648001,19
642651002,7
642667001,6
642671001,8
642671003,15
642671004,15
642671005,8
642674001,5
642674003,2
642675002,6
642675003,6
642677001,2
642681001,2
642684001,13
642684002,13
642687001,19
642687002,15
642687005,15
642699001,8
642699002,8
642714001,5
642720001,6
642720002,2
642720003,6
642739001,13
642739002,13
642739003,13
642770001,19
642770002,19
642770003,19
642771001,13
642775001,2
642777001,7
642779001,7
642796001,7
642805001,19
642806001,19
642825003,19
642853001,19
642857001,19
642862001,19
642864001,7
642864002,2
642864003,7
642864004,2
642864005,2
642864006,15
642873001,6
642879001,5
642881001,2
642882001,2
642882002,6
642882003,2
642882004,5
642882005,2
642882006,2
642882007,2
642883001,2
642883002,2
642884001,2
642890001,9
642894001,5
642895001,11
642895006,12
642895007,12
642897001,5
642906001,12
642910001,15
642910002,17
642910005,17
642910008,17
642910009,15
642910010,17
642910012,15
642910013,8
642910017,15
642929001,5
642929004,5
642929005,5
642929006,5
642931001,19
642934001,13
642938001,1
642942001,5
642960001,13
642960002,13
642961001,5
642971001,7
642971002,6
642973001,2
642973002,2
642975001,7
642975002,6
642979001,2
642995001,0
642996001,0
642996002,8
643046001,6
643046004,6
643055001,13
643055002,13
643126001,7
643133001,11
643134001,2
643135001,12
643140001,2
643145002,8
643145003,8
643145009,8
643145010,8
643145011,8
643145014,8
643160003,16
643160004,19
643160012,16
643160013,19
643160015,16
643160016,16
643160028,19
643161001,2
643162001,7
643166001,12
643169001,1
643169002,12
643169003,1
643192001,6
643192002,2
643192003,2
643193001,5
643193002,5
643193003,5
643193004,5
643193005,5
643196001,5
643199002,17
643199009,17
643199010,17
643199011,17
643200001,5
643201001,6
643201002,6
643202004,15
643202005,15
643202006,6
643213001,6
643213002,6
643214002,6
643215002,7
643215003,7
643217002,17
643220001,6
643220002,6
643235001,2
643266001,11
643271002,2
643273003,5
643282001,6
643282002,6
643283001,5
643301002,6
643305002,2
643307001,5
643308001,2
643324001,5
643329001,15
643344002,11
643344003,12
643344004,6
643344005,6
643344006,12
643345001,2
643345002,2
643345003,2
643350001,7
643350004,12
643350005,2
643353001,1
643355001,18
643357001,18
643358001,18
643361001,13
643363001,0
643366001,8
643366002,8
643372001,8
643372002,8
643396001,2
643401001,8
643401002,15
643421001,12
643446001,12
643450001,12
643454001,12
643460001,12
643463001,12
643463002,11
643463004,12
643466001,11
643466003,12
643470001,8
643493002,5
643502001,17
643535001,2
643540001,13
643540002,16
643546001,8
643547002,5
643547004,18
643552001,18
643552002,18
643556001,12
643557001,12
643564001,11
643566001,7
643574001,18
643575001,16
643575002,16
643577001,18
643582001,19
643582002,19
643582003,19
643582004,19
643588001,18
643588003,18
643588006,18
643588007,10
643588008,18
643591001,18
643591005,18
643591006,18
643597001,18
643607001,12
643608001,1
643609001,1
643619003,18
643628001,7
643628003,7
643628004,7
643628008,5
643642001,5
643642002,5
643642003,5
643657001,13
643669001,7
643678001,9
643678002,11
643678003,11
643678004,11
643678020,11
643678021,11
643678022,11
643678025,11
643678027,9
643678028,9
643678029,11
643678031,11
643678032,11
643678033,11
643678035,11
643679002,7
643680005,13
643688001,11
643700002,19
643700006,19
643701002,19
643701003,19
643702001,19
643702004,19
643704001,5
643704003,6
643704004,6
643717001,5
643718001,6
643725001,6
643739002,5
643833001,6
643833002,5
643833003,5
643833004,6
643833005,9
643833006,9
643851001,19
643857001,6
643858003,2
643858004,15
643925001,19
643945001,9
643968001,19
643970001,11
643974005,12
643975001,2
643975002,8
643975003,2
643978001,12
643985001,6
643985003,6
643985004,2
643987001,11
643987002,12
643991001,2
643991003,6
643991004,6
643995001,5
643998001,11
643999001,8
644003001,9
644003002,9
644003003,9
644003005,9
644007001,11
644007003,11
644011001,6
644011003,2
644020002,2
644021001,6
644023001,2
644024001,2
644032001,11
644033002,11
644034001,11
644034003,12
644035001,12
644036001,9
644036002,9
644036003,9
644036004,9
644036006,12
644036007,9
644059001,5
644059002,5
644062001,13
644064002,13
644064003,15
644065001,13
644071001,5
644073001,6
644073002,6
644075002,19
644092002,18
644183001,8
644183002,8
644200001,18
644200002,13
644218001,15
644218003,8
644251001,6
644253006,6
644275001,6
644280001,7
644280002,15
644288001,11
644300001,9
644300002,9
644300003,9
644300006,9
644306001,9
644306002,9
644314001,9
644314002,9
644322001,9
644322003,19
644323001,15
644323002,13
644323003,13
644323004,16
644323005,15
644342001,12
644362001,19
644362002,19
644362005,19
644368001,9
644370001,13
644379001,8
644379002,8
644379003,15
644412001,13
644419001,1
644432001,0
644464001,1
644464002,1
644465001,8
644471001,7
644486001,15
644486003,18
644486004,18
644499001,18
644499002,18
644499004,18
644504002,18
644514001,8
644514002,15
644514003,15
644522001,19
644522002,19
644534001,6
644534002,6
644539003,18
644585001,13
644587001,5
644611001,7
644611002,2
644612001,11
644627001,12
644628001,12
644628002,11
644628003,11
644630002,11
644630003,11
644636001,12
644637001,15
644637004,15
644644001,11
644645002,11
644649001,7
644650001,18
644675001,18
644675002,18
644675003,18
644678001,2
644678002,2
644678003,2
644678005,2
644678006,2
644678008,2
644686001,5
644686002,5
644700001,5
644700002,6
644700004,5
644706002,17
644706003,17
644706009,17
644706014,12
644719001,5
644753001,2
644753005,2
644754001,2
644762001,5
644762002,5
644762003,5
644762004,13
644763001,19
644763002,19
644764002,5
644769001,18
644783001,15
644783002,16
644787001,12
644787002,11
644797001,13
644797002,13
644797005,13
644797006,13
644797007,15
644797008,15
644797009,15
644797010,13
644798001,13
644800004,15
644803001,13
644803002,13
644828001,11
644828002,11
644873001,2
644873003,8
644876001,6
644876004,6
644934001,6
644934002,6
644941001,7
644944001,9
644944002,9
644967001,5
645014001,2
645022001,5
645023001,16
645023004,16
645023006,16
645030001,15
645055001,6
645056001,5
645056002,18
645061001,15
645064001,15
645065001,6
645065012,6
645065014,6
645065015,6
645065016,6
645065020,6
645069001,19
645090001,8
645103001,16
645103003,16
645126001,9
645134001,6
645134004,8
645178001,2
645178002,2
645179001,16
645188001,7
645188002,6
645188003,6
645222001,8
645222002,2
645230001,7
645230002,7
645230005,6
645250001,5
645250002,13
645275001,1
645275002,1
645275003,7
645287002,7
645304001,15
645325001,19
645369001,11
645371001,11
645382001,19
645382002,19
645400001,19
645406001,8
645407001,5
645408003,16
645422001,11
645422002,12
645422003,12
645423001,11
645423002,12
645423003,12
645424001,12
645424002,12
645425001,9
645426001,11
645426003,11
645427001,12
645430001,12
645431001,12
645432001,11
645447001,19
645467001,15
645477001,19
645485001,7
645485002,7
645485003,7
645485004,7
645486001,7
645486002,7
645486004,9
645489001,16
645551001,12
645551003,11
645553001,11
645556001,11
645557001,11
645557002,11
645561001,2
645568001,19
645568003,6
645595001,16
645599001,12
645604001,11
645604002,11
645606001,6
645610001,13
645611001,8
645617001,12
645620001,16
645626001,13
645629001,11
645629002,11
645629003,11
645638001,6
645638002,15
645638003,6
645646001,5
645662001,2
645662002,2
645665003,6
645665004,6
645667001,6
645671001,15
645671002,6
645698003,2
645699001,15
645704002,18
645709001,8
645709006,8
645709007,2
645709010,8
645709011,15
645731001,6
645732001,13
645732002,13
645738001,5
645738002,5
645749001,18
645749002,18
645749005,18
645749006,18
645754001,16
645754002,8
645754003,8
645754004,15
645758001,6
645758002,15
645765001,18
645765002,18
645768001,5
645778001,5
645844001,8
645871003,8
645879001,2
645879002,2
645881001,15
645881002,2
645882001,7
645882002,7
645882003,7
645888001,6
645891001,6
645895001,5
645895002,5
645895003,5
645895004,5
645895005,5
645901002,15
645901004,19
645916001,6
645916002,6
645916003,6
645916004,6
645919001,12
645920001,11
645920003,11
645920004,11
645920007,4
645924002,11
645927001,11
645930001,13
645930004,13
645930005,15
645942001,16
645942003,18
645950001,18
645951001,18
645952001,5
645953001,15
645953002,15
645965001,18
645965002,18
645968001,16
645969001,19
645970001,19
645970002,19
645970003,19
645971001,19
645971002,17
645971003,19
645980001,7
645980002,6
645980004,15
645988001,18
645994001,16
645994002,17
645994003,16
646012001,12
646014003,12
646014005,11
646015002,11
646015003,12
646015004,11
646015005,11
646015006,12
646015007,11
646015008,12
646015009,12
646015010,12
646015011,11
646016001,12
646016002,12
646016003,11
646017001,11
646017002,11
646020001,9
646020002,9
646020003,9
646022001,11
646023001,11
646024001,11
646030003,12
646035001,19
646037002,8
646043001,12
646048001,8
646048004,8
646067002,8
646084001,12
646085002,7
646085003,7
646085004,6
646085005,6
646087001,6
646101001,13
646101002,13
646148001,13
646149001,11
646152001,13
646152002,13
646155001,13
646156001,5
646157001,13
646157005,13
646157007,13
646158001,13
646164001,12
646164002,11
646171001,16
646171002,16
646182001,13
646183005,13
646183006,13
646186001,13
646186002,13
646195001,2
646195002,15
646225001,7
646225002,7
646243001,16
646259001,15
646259002,16
646262001,17
646263001,15
646263002,8
646265001,13
646266008,13
646266009,13
646272001,13
646286001,1
646388001,17
646388002,17
646388003,15
646429001,17
646429003,16
646432003,5
646472001,6
646490003,13
646490007,8
646490008,15
646490010,5
646490011,13
646490013,13
646490016,8
646490017,10
646490018,10
646490020,10
646492001,12
646514002,11
646517001,12
646520001,12
646520002,11
646524001,12
646536001,6
646536002,6
646536003,15
646545001,9
646545002,6
646547001,11
646551001,18
646551006,18
646552001,12
646562001,11
646564001,11
646564002,12
646564004,12
646580001,9
646580002,9
646585001,9
646592004,8
646592006,12
646592007,16
646592010,16
646592011,12
646592012,8
646592013,12
646592014,8
646592015,8
646603001,1
646603002,1
646608001,12
646608002,1
646608004,12
646608005,12
646618002,5
646630001,2
646645001,13
646655001,2
646655002,2
646655003,2
646660003,13
646676002,13
646676003,13
646676005,13
646691001,2
646691002,8
646705001,5
646706001,1
646710001,15
646713001,6
646720001,8
646728001,6
646734001,6
646734002,6
646735001,9
646749001,19
646749002,19
646753001,7
646753002,15
646754001,7
646754002,7
646755001,6
646756001,15
646756002,15
646757001,18
646761001,18
646761002,7
646761003,7
646762001,7
646762002,7
646763001,7
646767001,7
646768001,18
646769001,7
646779002,6
646779003,6
646779004,2
646779005,2
646786002,2
646786003,7
646787004,7
646788001,7
646788003,6
646789001,2
646789002,2
646789003,7
646789005,2
646789006,2
646789007,2
646789009,2
646791002,15
646791004,15
646792001,2
646792002,2
646792004,15
646797001,6
646797002,6
646797003,6
646798002,2
646798003,7
646798004,7
646798006,7
646798007,7
646800005,2
646800006,2
646801001,7
646801002,5
646803001,2
646803002,2
646807001,2
646807002,2
646809001,6
646809002,5
646810002,2
646810003,2
646811001,7
646811002,7
646811004,2
646811005,7
646811008,2
646811009,2
646811010,2
646811013,7
646811014,7
646811015,7
646811017,7
646811020,2
646813001,6
646813002,2
646821001,6
646821002,6
646821004,15
646821005,6
646822002,6
646822003,6
646823001,6
646823002,5
646823003,5
646823007,6
646823008,5
646823010,5
646824001,6
646824002,8
646825001,2
646825002,6
646829001,8
646829002,8
646830001,15
646830002,15
646830003,8
646832001,6
646832002,6
646845001,13
646846001,13
646846002,13
646851001,8
646851002,8
646890001,6
646903001,2
646915001,18
646935003,5
646935005,7
646935006,7
646951001,17
646958001,0
646960001,15
646961001,13
646961002,13
646962001,8
646962003,8
647000001,8
647023001,19
647032001,19
647059001,19
647060002,15
647077001,5
647077002,5
647079001,7
647082001,7
647082002,7
647082003,18
647082004,18
647082005,18
647109001,6
647109003,6
647111001,18
647117001,18
647118001,6
647136001,19
647159001,18
647166001,13
647182001,2
647182002,2
647190001,8
647190002,16
647190003,8
647200002,5
647200003,5
647206001,18
647206002,18
647207001,19
647207004,19
647207007,19
647207008,19
647207012,19
647207013,19
647207015,19
647207017,19
647221001,2
647236001,18
647237001,6
647250001,7
647250002,7
647265001,8
647268001,8
647268003,17
647268004,17
647268005,17
647268006,17
647303001,16
647303002,16
647303003,16
647334001,15
647338001,19
647338002,19
647338003,19
647338005,19
647338006,19
647338007,19
647338008,19
647338010,19
647338011,19
647338012,19
647338014,19
647338016,19
647355002,13
647355003,13
647362002,15
647373002,19
647373004,19
647376001,18
647380001,6
647380002,2
647380003,15
647384001,19
647389001,2
647395002,15
647396001,6
647396002,0
647400001,5
647400002,5
647406001,6
647416001,8
647416002,15
647416003,8
647416004,8
647416005,8
647423001,19
647423003,16
647424001,16
647424003,19
647426001,16
647426002,16
647431001,6
647434001,6
647440001,8
647441001,11
647448001,18
647461001,18
647462001,18
647462002,18
647463001,6
647465001,18
647468001,18
647471001,6
647475001,8
647483001,6
647484001,6
647484002,6
647486001,7
647490001,6
647490002,2
647490004,6
647490005,6
647490007,2
647498003,15
647498004,2
647498005,2
647498006,2
647498007,8
647503002,5
647504001,8
647504002,8
647505001,17
647505002,17
647522001,12
647522002,1
647526002,18
647526003,18
647531001,1
647531002,1
647541001,6
647561001,6
647585001,7
647585002,7
647585004,7
647600001,5
647605001,6
647605002,2
647621001,16
647654001,18
647671001,6
647676001,13
647680002,11
647684005,8
647684006,15
647684007,8
647684009,15
647684011,15
647684012,8
647686001,8
647689001,6
647709003,2
647751001,8
647751002,8
647754001,8
647756001,16
647756002,16
647756003,16
647758001,13
647768001,12
647769001,2
647770001,13
647770002,13
647781001,17
647781002,17
647781003,17
647781004,17
647781005,17
647781007,17
647781010,17
647794001,6
647794002,6
647804001,11
647822002,19
647823002,19
647826001,19
647837001,19
647841001,19
647843001,19
647869001,16
647881001,13
647881002,13
647888001,7
647892001,8
647907001,2
647907002,2
647907003,2
647907004,2
647907007,2
647908001,6
647908002,5
647908003,6
647946004,6
647946007,6
647946008,6
647954004,15
647956001,6
647956002,19
647956003,6
647963002,12
647977001,8
647977002,8
647979001,18
647982001,18
647982002,18
647982004,18
647982006,18
647983001,15
647984001,11
647998001,8
647998003,8
648021001,11
648025001,8
648026001,16
648034001,16
648072001,7
648089002,18
648114001,2
648173001,7
648173002,6
648173003,6
648173004,6
648173005,9
648178001,13
648192001,7
648200001,7
648200002,5
648200003,7
648203003,8
648203004,6
648203005,8
648203006,2
648209001,7
648209002,7
648218001,8
648218002,8
648218006,8
648224001,5
648224006,6
648254001,1
648254002,5
648254003,1
648254004,1
648255001,13
648255004,13
648256001,5
648256002,13
648256003,5
648256004,5
648256006,13
648256007,13
648256008,5
648273001,8
648275001,5
648275002,5
648279001,7
648279002,6
648279005,6
648279006,5
648279007,6
648286002,13
648295001,6
648295002,6
648300001,13
648300002,13
648300003,13
648306001,6
648306002,6
648306003,6
648306004,6
648306005,7
648306009,7
648317001,12
648320001,7
648320002,6
648336001,8
648336002,15
648339001,5
648339002,12
648339003,11
648339004,11
648348001,0
648348003,13
648348004,0
648366002,2
648372002,11
648374001,2
648379001,8
648379002,15
648385001,15
648405004,6
648405005,6
648414001,17
648414003,17
648414004,17
648414005,17
648414011,17
648414014,17
648414019,17
648414021,15
648414022,17
648414023,17
648414024,17
648414025,8
648415001,8
648415002,15
648419004,16
648424001,5
648429001,6
648429002,6
648429003,6
648431001,11
648435001,6
648435002,7
648435003,5
648438001,6
648439001,2
648439002,2
648439003,8
648446002,8
648448001,9
648448002,9
648449001,9
648449002,9
648452001,11
648464001,11
648480001,11
648481001,8
648486001,6
648491001,1
648491002,1
648504001,9
648504003,9
648505002,13
648506001,19
648506002,19
648509001,5
648523002,12
648562002,19
648568001,17
648572001,13
648595001,13
648596002,16
648603001,0
648614001,2
648614003,2
648614005,2
648616001,13
648621001,8
648624001,8
648624002,8
648624003,8
648627001,8
648627002,17
648627003,8
648627007,15
648630001,17
648630002,17
648630003,15
648630004,17
648635001,8
648638001,13
648638002,15
648638003,5
648640001,11
648645002,11
648648001,12
648649001,6
648649002,19
648650001,12
648651001,11
648653002,2
648683001,12
648693004,17
648703001,17
648703002,17
648703003,17
648703010,17
648703012,17
648703013,17
648703017,17
648710001,5
648713001,15
648713003,13
648719001,13
648737002,13
648738013,16
648738016,15
648738021,16
648750001,8
648751001,6
648764002,19
648769001,6
648769002,6
648769003,6
648790001,16
648792001,6
648792002,6
648796001,6
648796002,6
648796003,6
648821001,11
648821002,11
648822001,5
648822002,5
648822003,6
648823001,8
648838001,6
648838002,15
648842002,19
648844002,16
648855001,16
648861001,13
648867002,8
648868001,8
648878001,15
648891003,2
648891006,2
648891010,6
648891011,6
648891012,2
648891013,6
648891015,15
648891016,6
648891019,15
648891020,2
648891021,6
648904001,18
648904002,18
648907001,13
648907002,13
648908001,18
648908002,18
648911001,12
648911002,12
648914001,12
648917001,1
648920001,11
648921001,18
648921002,18
648921003,18
648927002,2
648932002,16
648935001,6
648939001,6
648939002,15
648940001,18
648944001,6
648944002,2
648944003,2
648944005,2
648950001,5
648950002,13
648950003,13
648964001,13
648968001,13
648968003,5
648968004,13
648969001,1
648973001,18
648973003,18
648976001,18
648976002,18
648977001,18
648977002,7
648977003,18
648980001,13
648994001,13
648994002,13
648994006,13
648995001,2
648995002,5
648995003,5
648995004,8
648995005,5
648995006,5
648995009,8
648995010,5
648998001,8
649000001,19
649009001,1
649010003,2
649010004,2
649010005,7
649010006,2
649010007,2
649018001,15
649021001,15
649023001,18
649038001,19
649041001,18
649041002,18
649046002,19
649046004,19
649050001,18
649052001,16
649057002,6
649057007,5
649059001,19
649059002,19
649082001,8
649082002,15
649091001,16
649098002,15
649098003,8
649098006,8
649098007,8
649098011,8
649098012,8
649099001,15
649157001,1
649171001,13
649200001,12
649200003,11
649203001,13
649203004,5
649209001,17
649209003,17
649223001,13
649223002,5
649223003,18
649227001,5
649238001,15
649242001,13
649250001,8
649251001,2
649251003,15
649251004,2
649254001,15
649260001,6
649260002,6
649260003,2
649263001,15
649268002,1
649271001,11
649271003,12
649274001,13
649274002,5
649299001,12
649299002,17
649308001,11
649310001,5
649311001,5
649312001,5
649313004,11
649323001,11
649324002,8
